"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","transgenic_line","height","firing_rate"
"389",0.0239146105739,65.1326923077,0.271875018411,1.33184,3.76202333333,1.0259825,-52.5312538147,-49.2916692098,-54.679690361,199.343808,0.048075,1.32954,3.75981,1.02352625,44.25,45.5937525431,44.4765634537,198.906213045,0.00907935388386,1.35528875,-78.171880722,70,68.5,580,1.329025,3.75930666667,1.0230975,-49.78125,-44.5,-47.125002861,1.979785,3.80105833333,1.35528875,-56.7500038147,-53.0208346049,-78.171880722,4.57573245258,4.72964530167,4.65618262055,-99.15625,-77.2901382446,"Cux2-CreERT2",99.1562538147,15.3532729044
"390",0.0537100687824,135.660714286,0.191477254851,1.08648,7.47864,1.025665,-51.4375,-51.6979179382,-59.1197942098,168.74608,0.03096,1.08376,7.47622333333,1.02348833333,34.5625038147,36.2604192098,36.6145852407,119.374968112,0.125625133514,1.09608333333,-80.1927108765,230,161.416666667,790,1.083255,7.47571333333,1.0230575,-38.03125,-36.8437525431,-51.9583352407,1.099085,7.500465,1.09608333333,-54.5000038147,-57.7812525431,-80.1927108765,2.94976247369,2.532543006,2.69040925833,-93.625,-79.4126281738,"Ntsr1-Cre_GN220",95.7343794505,7.37133078847
"391",0.0929322942815,101.343333333,0.154761904762,1.15105,3.747055,1.025053,-49.7187538147,-49.3750019073,-52.5125022888,115.44172,0.04745,1.14827,3.744635,1.023388,33.5625,38.0312519073,37.0375015259,215.624928474,0.0188374985009,1.318017,-72.9125,90,68.0625019073,280,1.14783,3.7442125,1.023024,-36.5,-36.390625,-47.15625,1.1712,3.76989,1.318017,-54.40625,-55.3750038147,-72.9125,3.38751999898,3.34664719298,3.53883044978,-94.25,-71.1050338745,"Rorb-IRES2-Cre",89.5500038147,9.86744729139
"393",0.279829059829,87.75,0.0444444402732,1.125385,5.55638333333,1.025181,-44.5625038147,-43.7500012716,-50.1812522888,175.722784,0.05044,1.121465,5.552895,1.023365,36.1562538147,34.7291692098,40.8437515259,141.562610865,0.0726919919252,1.274756,-77.1437515259,190,113.291666667,969.999938965,1.12102,5.55242166667,1.023009,-32.0312538147,-30.4166679382,-46.7375007629,1.15058,5.58783666667,1.274756,-51.53125,-55.0312525431,-77.1437530518,3.44732087547,2.90871752332,3.53317438864,-92.6562576294,-76.4054412842,"Rorb-IRES2-Cre",91.0250038147,11.396011396
"395",0.0123755954075,51.88,0.280147737765,1.13126,2.95779,1.024867,-47.46875,-48.1718769073,-52.4500030518,210.940528,0.04168,1.129405,2.95594,1.023203,40.5625038147,43.1718769073,39.2937515259,191.718757153,0.0411933287978,1.433395,-69.2687545776,70,48.375,450,1.12903,2.9555675,1.02287,-39.5,-39.7812519073,-44.7375022888,1.152485,2.9908825,1.433395,-50.9062538147,-53.2343788147,-69.2687545776,3.69286340669,3.85625576302,3.54963134163,-89.8750076294,-67.5364532471,"Rorb-IRES2-Cre",91.7437545776,19.2752505783
"400",0.0388683455117,65.3307142857,0.194337144461,1.11074,3.93675,1.025042,-48.96875,-51.1145858765,-53.2437530518,195.639696,0.0392,1.108965,3.934915,1.023263,43.625,45.4583358765,42.6875030518,186.562463641,0.0307361148298,1.680027,-78.4312530518,90,72.875,509.999969482,1.10856,3.934515,1.022914,-39.8437538147,-41.84375,-46.8125,1.12663,3.972325,1.680027,-52.40625,-55.5625025431,-78.4312530518,3.78191791273,4.18354542687,4.05441270954,-98.2812576294,-77.5233535767,"Cux2-CreERT2",95.9312561035,15.3067360572
"406",0.0299897223933,57.9271875,0.211721419947,1.15495,2.6796,1.025295,-41.6562538147,-42.8125038147,-50.0781288147,306.74016,0.03647,1.1525,2.67769,1.02359,18.9375,27.4687519073,20.8437509537,192.18711555,0.0813830122352,1.8131075,-75.9843788147,80,41.375,0,1.151955,2.67718,1.02315,-32.375,-33,-41.078125,1.186025,2.720895,1.8131075,-50.6875038147,-53.90625,-75.9843788147,2.46117445082,2.51800856541,2.43229330873,-97.71875,-73.3546524048,"Cux2-CreERT2",70.9218797684,17.2630511364
"409",0.034131533137,71.885,0.177380952381,1.890585,2.9011025,1.026295,-48.96875,-50.828125,-51.5937538147,257.315936,0.037245,1.88741,2.8985525,1.02381,22.28125,30.609375,19.9062509537,260.781347752,0.0842232331634,1.185775,-76,70,46.9375,509.999969482,1.886675,2.89787,1.023205,-39.09375,-41.15625,-41.9375019073,1.91119,2.927345,1.185775,-54.3125,-53.7031288147,-76,2.48716082977,2.62121798225,2.66815490671,-98.8125076294,-74.8125076294,"Scnn1a-Tg3-Cre",71.5000047684,13.9111080198
"414",0.0206066107217,72.2323076923,0.191949152542,1.36464,4.42197333333,1.02495333333,-49.9687538147,-50.8854192098,-52.6250038147,157.871936,0.05544,1.3625,4.42005333333,1.02324666667,43.7500038147,40.4479179382,41.8958358765,152.499973774,0.0793471187353,1.68605333333,-76.0833384196,70,85,870,1.36212,4.41962666667,1.02288666667,-39.8125,-39.5312525431,-47.052087148,1.43472,4.46170666667,1.68605333333,-61.9375038147,-59.6979192098,-76.0833384196,3.80743809071,3.64295670571,4.09151184691,-91.78125,-75.5931091309,"Scnn1a-Tg3-Cre",94.5208396912,13.8442205704
"415",0.0305429514575,79.7181818182,0.168080359164,1.70436,7.42555333333,1.02666,-46.96875,-48.9791666667,-49.21875,169.58944,0.0668,1.69888,7.42017333333,1.02352,45.53125,47.6770846049,44.1562538147,126.71867013,0.0435944460332,1.98414,-75.53125,170,159.958333333,890,1.69838,7.41971333333,1.02314,-37,-36.4895846049,-44.34375,1.72012,7.43904,1.98414,-52.25,-54.4791679382,-75.53125,5.37153078797,5.87598493556,4.87424357017,-89.9687576294,-76.2541275024,"Ctgf-T2A-dgCre",93.3750038147,12.5441897594
"418",0.0185858153596,42.7184090909,0.215904945814,1.13402,3.97983166667,1.024417,-41.4375038147,-41.1770858765,-47.0625022888,177.283872,0.03673,1.13225,3.97844,1.023263,33.90625,37.8854192098,35.7187530518,137.343794107,0.0292228590697,1.589736,-77.7750015259,90,73.9166666667,850,1.131865,3.97808833333,1.02296,-31.1562519073,-29.1875012716,-43.7000022888,1.158625,4.01436166667,1.589736,-49.4375,-49.4791692098,-77.7750015259,2.66898127634,2.84366039875,2.80134274166,-94.34375,-76.8331451416,"Scnn1a-Tg3-Cre",82.7812553406,23.4091114646
"419",0.0292641028905,73.74,0.189501915709,1.22254,3.32364,1.0249,-44.96875,-51.9687512716,-51.2916679382,281.314944,0.05546,1.22026,3.32169333333,1.02344666667,37.90625,40.8125025431,42.9687512716,123.906247318,0.119535215199,1.14363333333,-79.8541717529,80,57.5833307902,860,1.2198,3.32126666667,1.02306666667,-33.40625,-41.3958358765,-47.2083346049,1.27346,3.37398,1.14363333333,-59.0000038147,-59.2812512716,-79.8541717529,3.38478026592,3.91536868527,3.89081309141,-95.0312576294,-79.6576766968,"Scnn1a-Tg3-Cre",94.2604192098,13.5611608354
"421",0.150681930305,117.956666667,0.104545458766,1.12224,7.15920666667,1.025438,-45.03125,-41.3750025431,-49.5562522888,116.090224,0.059775,1.11816,7.156975,1.023604,22.0312519073,25.5937506358,23.9500007629,128.90625,0.0993512868881,1.632421,-74.5125,130,153.416666667,1280,1.11764,7.15642833333,1.023161,-34.4062538147,-30.5312506358,-46.1750015259,1.15761,7.18826833333,1.632421,-53.71875,-52.3750025431,-74.5125,2.89373239204,2.50741632176,3.00245718782,-88.875,-73.0203781128,"Scnn1a-Tg2-Cre",73.5062530518,8.47768954701
"425",0.052125199507,103.772222222,0.221153846154,1.150435,6.23887,1.02492166667,-46.15625,-48.2500038147,-53.2500012716,165.873248,0.034375,1.148655,6.23742666667,1.023515,38.5625038147,41.9583333333,39.7083346049,158.035814762,0.068392239511,1.53048166667,-72.0208358765,130,130.416664124,0,1.148245,6.237,1.02317,-33.3750038147,-36.3125,-46.0833346049,1.168685,6.25762166667,1.53048166667,-52.4375038147,-53.8958333333,-72.0208358765,2.72254906501,2.65519653379,3.02034283219,-87.4062576294,-71.477355957,"Rorb-IRES2-Cre",92.9583358765,9.63649017613
"426",0.0416870724956,92.3094444444,0.108257151119,1.31686,3.73547833333,1.0256625,-45.5625038147,-47.3541692098,-48.578125,154.913792,0.070805,1.31299,3.73273166667,1.023415,49.6562538147,52.4583358765,53.5312519073,173.593640327,0.0580313242972,2.0085225,-72.4843788147,60.0000038147,67.7916653951,999.999938965,1.31253,3.73227166667,1.0230025,-35.3750038147,-36.6354166667,-44.9687519073,1.37533,3.78376,2.0085225,-56.625,-57.1562512716,-72.4843826294,4.22662043511,4.35983918432,4.23801979951,-90.53125,-71.9915924072,"Scnn1a-Tg3-Cre",102.109376907,10.8331277045
"427",0.0436978474861,72.6995833333,0.208157894737,1.115275,4.11160833333,1.025122,-47.65625,-48.1979166667,-52.7375022888,210.079488,0.043385,1.112065,4.10765666667,1.023377,27,29.1875006358,27.0562503815,223.43750298,0.0120425289497,1.677795,-72.8250015259,90,77.1666666667,730,1.111555,4.10710333333,1.022995,-33.46875,-32.1770839691,-43.4937507629,1.12483,4.131915,1.677795,-51.59375,-54.2812525431,-72.8250015259,2.8617082227,2.77636311567,3.04358907613,-95.65625,-72.1348800659,"Rorb-IRES2-Cre",79.7937526703,13.7552370199
"431",0.258176905721,104.791666667,-0.00338052300968,1.18913,5.95883833333,1.02684125,-46,-45.6145858765,-52.023440361,153.632064,0.06184,1.18253,5.95392166667,1.02352375,24,24.2916679382,32.4062509537,154.107108712,0.0759375318885,1.3520825,-78.8984375,110,123.33333079,460,1.18185,5.95322833333,1.0230525,-31.9375019073,-30.6041679382,-49.1171894073,1.236585,5.98943833333,1.3520825,-56.15625,-52.5833346049,-78.8984375,3.13929932545,2.89832973257,3.89394743488,-94.625,-78.5531539917,"Scnn1a-Tg3-Cre",84.4296913147,9.54274353877
"433",0.020983867868,92.3588888889,0.147991077281,1.286835,4.64676333333,1.02616875,-43.0937538147,-46.2291679382,-48.546877861,165.520208,0.08169,1.283345,4.643915,1.023585,38.7187538147,49.864587148,41.7734394073,161.250039935,0.0677762702107,1.25027,-77.6171894073,90,90.625,979.999938965,1.28269,4.643385,1.0230725,-36.5625038147,-38.2187512716,-37.757815361,1.363635,4.71164,1.25027,-53.84375,-54.9375025431,-77.6171894073,3.45563788197,4.26391891902,3.43339608818,-93.1562576294,-76.4173431396,"Scnn1a-Tg2-Cre",90.3203172684,10.8273281763
"441",0.0653829046954,88.2835,0.171405456029,1.1521,4.20871166667,1.02503333333,-49.8750038147,-49.2187525431,-51.7656275431,217.930304,0.03633,1.149805,4.20657833333,1.02339333333,40.34375,43.2083358765,43.2083352407,177.031293511,0.0687024816871,1.700825,-74.3854230245,80,79.6666666667,690,1.14939,4.20616,1.0230325,-40.4687538147,-36.4375012716,-47.5677096049,1.540055,4.22854333333,1.700825,-59.1250038147,-55.6875025431,-74.3854230245,4.02099086371,3.77237813281,4.09388337584,-93,-73.6229324341,"Cux2-CreERT2",94.9739627838,11.3271449365
"444",0.0267317211648,94.2335,0.164285714286,1.197855,3.4231,1.02448916667,-47.75,-48.3125012716,-53.2083352407,178.177008,0.056125,1.196355,3.42154166667,1.02310833333,43.9375,47.3333333333,41.5885429382,166.250005364,0.166221499443,1.31704166667,-70.2187512716,70,60.0416679382,750,1.19593,3.421125,1.02275833333,-36.84375,-37.53125,-43.1093756358,1.237065,3.46784666667,1.31704166667,-57.2812538147,-56.8958333333,-70.2187512716,2.97419423436,3.15611737378,2.94646278377,-88.40625,-69.4028549194,"Scnn1a-Tg3-Cre",94.7968781789,10.6119373683
"446",0.0330282831042,79.2636363636,0.175892863979,1.226505,4.70319666667,1.0249475,-48.03125,-49.0520833333,-51.8437538147,150.047936,0.06008,1.223965,4.70108,1.023505,33.3125038147,30.3750012716,32.859375,129.776865244,0.138412699103,1.2169825,-79.4375,90,92.0416666667,999.999938965,1.223585,4.70066333333,1.0231525,-35.34375,-35.2395833333,-48.0937519073,1.27259,4.7446,1.2169825,-59.7812538147,-59.1354204814,-79.4375,3.12470760569,2.90953925862,3.12833783722,-91.5000076294,-78.4465026855,"Scnn1a-Tg2-Cre",84.7031288147,12.6161257025
"447",0.0271043009545,48.5865789474,0.316355653128,1.147535,2.65601166667,1.024947,-48.0625038147,-46.2812525431,-50.4000015259,196.804416,0.02448,1.14539,2.65408333333,1.023337,31.7500019073,34.7604179382,31.6187507629,339.062571526,0.0973013043404,1.493736,-69.8500030518,40,40.8333333333,276,1.144935,2.65359166667,1.022951,-38.9375,-37.4375025431,-44.1750015259,1.191365,2.694415,1.493736,-54.5937538147,-52.9270846049,-69.8500030518,2.66426048964,2.53355673196,2.86223135585,-97.5000076294,-67.7243728638,"Rbp4-Cre_KL100",82.0187522888,20.5818154244
"448",0.231574613258,42.5025,0.0759016427134,1.06842,9.61963333333,1.02508,-43.0937538147,-46.0104179382,-48.8437538147,198.054528,0.02055,1.067075,9.618375,1.02351,32.1875038147,36,41.71875,106.250196695,0.135729268193,1.11899,-72.125,350,214.958323161,0,1.06656,9.617825,1.023045,-28.5312519073,-29.822918574,-45,1.0685,9.63488166667,1.11899,-43.2812538147,-48.5625038147,-72.125,2.01361734221,1.75019900598,2.41970289617,-85.7812576294,-71.9202270508,"Ntsr1-Cre_GN220",90.5625038147,23.5280277631
"450",0.0290599191253,67.4334615385,0.219167872994,1.11256,4.94691166667,1.02526083333,-52.1875038147,-49.5104192098,-56.3697942098,170.937824,0.03169,1.11072,4.94489666667,1.02335833333,33.5312538147,44.0000038147,37.432293574,126.718744636,0.0246091373265,1.53976,-76.8437525431,110,98.125,590,1.110285,4.94446833333,1.02299166667,-44.7812538147,-39.6666692098,-43.9166698456,1.132755,4.985775,1.53976,-57.9375038147,-55.5104204814,-76.8437525431,3.4604709322,3.69582638215,3.29364039278,-88.6562576294,-76.2288208008,"Cux2-CreERT2",93.8020877838,14.8294330023
"453",0.000475832032126,75.3683333333,0.237473393888,1.821585,4.697935,1.025089,-51.6875,-49.802087148,-54.2812530518,117.050672,0.051065,1.82,4.69633166667,1.023526,50.71875,52.7812525431,50.4625030518,137.812420726,0.174926429987,1.102866,-69.21875,70,91.9166666667,580,1.81954,4.69589,1.02311,-46.34375,-45.7500038147,-48.8125015259,1.8884,4.75611333333,1.102866,-57.3750038147,-52.927087148,-69.21875,3.16394709065,3.34721896834,3.11458237089,-83.5937576294,-68.4113006592,"Rbp4-Cre_KL100",104.743756104,13.2681718671
"455",0.200067807617,95.035,0.0861344513403,1.176415,9.47868,1.026895,-49.4687538147,-48.6562512716,-54.484375,159.772032,0.048005,1.171295,9.47243833333,1.0234475,32.875,29.8229166667,41.0859394073,99.06257689,0.0131795164198,1.08385,-66.7968769073,230,211.33333842,0,1.17078,9.47181833333,1.02306125,-31.3125,-29.3125006358,-47.679690361,1.18668,9.489735,1.08385,-53.2187538147,-52.2291679382,-66.7968769073,3.9532771964,3.61526172069,4.35438279527,-77.3437576294,-65.9213867188,"Scnn1a-Tg3-Cre",95.5703144073,10.5224391014
"457",0.0069424950417,28.1123529412,0.303639854706,1.5371,6.34808,1.02616,-53.4375,-50.052087148,-55.9750015259,183.09056,0.0289,1.53454,6.34537333333,1.023452,25.6250019073,26.9895846049,33.1062515259,143.90617609,0.0263401363045,1.343004,-72.4250030518,140,133.125,520,1.53408,6.34488,1.023076,-34.84375,-34.5000012716,-40.9000015259,1.53996,6.35191333333,1.343004,-54.5000038147,-52.0104179382,-72.4250030518,2.98097344386,2.85988097601,2.54660063846,-88.4062576294,-72.5579910278,"Ndnf-IRES2-dgCre",89.0812530518,35.5715511289
"459",0.0339882253896,69.7319230769,0.247727272727,1.169665,2.70482333333,1.02504375,-55.5312538147,-54.5000038147,-57.7890644073,381.6368,0.05479,1.167735,2.702845,1.02337125,40.59375,42.9687525431,40.125002861,245.55298686,0.0131556671113,1.73726625,-86.4921894073,50,42.0416653951,630,1.167315,2.70241833333,1.0229925,-45.53125,-40.9791692098,-51.2734394073,1.18702,2.72992,1.73726625,-60.6562538147,-58.4062525431,-86.4921894073,3.97512135478,3.71803883321,4.12002317162,-102.093757629,-82.9349517822,"Slc17a6-IRES-Cre",97.9140672684,14.340634187
"461",-0.0259170338785,79.5145454545,0.257084543872,1.85968,9.41548666667,1.02766,-52.40625,-49.7395846049,-58.5625038147,153.942848,0.10944,1.85422,9.41114,1.0235,13.8750009537,17.8750019073,28.9687519073,103.749997914,0.0643111392856,1.22984,-76.4062576294,239.999984741,209.75,780,1.85366,9.41056666667,1.02312,-35.7812538147,-36.6979166667,-44.1875,1.86364,9.42148666667,1.22984,-54,-53.052087148,-76.4062576294,3.78736397976,3.86380649895,2.87560361362,-88.15625,-75.7403869629,"Ndnf-IRES2-dgCre",87.531255722,12.5763153683
"467",0.117267300541,67.9033333333,0.202651514639,1.088835,6.53382666667,1.02506875,-48.78125,-50.0000012716,-53.46875,153.395168,0.033955,1.086475,6.53120833333,1.0233675,32.1875,32.135418574,39.25,136.250078678,0.00684092659503,1.7707175,-70.4140644073,210,137.791664124,400,1.08603,6.53072833333,1.023025,-33.9375,-34.3020833333,-48.9921884537,1.098495,6.550865,1.7707175,-51.21875,-55.0312512716,-70.4140644073,3.26675297741,2.82266859747,3.79614939913,-84.6875,-70.2135238647,"Scnn1a-Tg3-Cre",92.71875,14.7268175347
"470",0.0224810319965,68.2214285714,0.19520295203,1.15884,5.28184666667,1.02448666667,-50.0312538147,-47.8541692098,-52.1666704814,134.760864,0.04422,1.15662,5.27977333333,1.02283333333,41.3750038147,44.0104179382,40.989587148,170.156210661,0.0559369772673,1.79303333333,-74.7083384196,50,106.499997457,890,1.1562,5.27931333333,1.02243333333,-36.1875038147,-33.0208346049,-46.0104179382,1.18434,5.3054,1.79303333333,-58.0625,-55.052087148,-74.7083384196,3.83463193241,3.7064364151,4.04110677323,-90.71875,-72.9973297119,"Nr5a1-Cre",93.1562576294,14.658150979
"473",0.0540873886153,76.2683333333,0.211742415433,1.078175,8.49498666667,1.0250725,-51.0312538147,-51.2395846049,-56.5468781789,102.12096,0.031835,1.076345,8.49308166667,1.02338166667,43.8437538147,42.5729179382,44.1354179382,125.000193715,0.141033068299,1.45007,-76.052087148,209.999984741,186.833333333,860.000061035,1.07592,8.492575,1.02301333333,-34.875,-34.4583358765,-45.0729179382,1.078535,8.50996,1.45007,-51.3125038147,-52.6250012716,-76.0520884196,2.79220077201,2.24318782667,3.04831670038,-89.5,-75.3490219116,"Ntsr1-Cre_GN220",100.682296117,13.1116015821
"474",0.122799425638,127.0975,0.0742187544703,1.18394,4.93963666667,1.025425,-43.5000038147,-42.520837148,-48.8875007629,133.680704,0.056675,1.179605,4.937595,1.023324,40.375,44.5625025431,46.5562522888,162.343755364,0.0750596448779,1.411602,-72.9750045776,150,97.9166641235,920,1.179155,4.93717166667,1.022959,-29.1875,-32.4479204814,-45.3937515259,1.21353,4.977895,1.411602,-52.6875038147,-53.5937538147,-72.9750045776,3.67893673818,3.66995452435,4.12866326355,-89.9687576294,-72.1620178223,"Rbp4-Cre_KL100",95.4437530518,7.86797537324
"475",0.0329465394915,53.7814705882,0.271532343424,1.34504,4.13983666667,1.025349,-54.9687538147,-52.833337148,-58.3000038147,201.752208,0.051805,1.343025,4.138015,1.023402,40.0625038147,42.3020858765,42.0375007629,193.437546492,0.0190457105637,1.683118,-81.2125045776,80,77.9583333333,590,1.342595,4.13758833333,1.023031,-40.7812538147,-39.7395846049,-47.0875022888,1.376505,4.16222833333,1.683118,-56.46875,-53.7395858765,-81.2125045776,3.36966127737,3.6096472479,3.59592997088,-98.8125076294,-80.5246505737,"Cux2-CreERT2",100.337504578,18.5937645264
"479",0.201385811602,149.07,0.196666649667,1.08622,8.17106,1.025244,-52.0312538147,-53.3125025431,-55.3187522888,165.120592,0.03052,1.0836,8.16806,1.023396,37.71875,39.0729179382,40.7750022888,142.968714237,0.00469936151057,1.69178,-78.9937545776,230,178.708328247,989.999938965,1.08314,8.16758,1.022992,-38.5625038147,-36.4166679382,-49.1812515259,1.0958,8.18033333333,1.69178,-55.0000038147,-57.6145833333,-78.9937545776,3.99149406383,3.6613043182,4.16069890847,-93.5625076294,-78.8050384521,"Nr5a1-Cre",96.0937545776,6.70825786543
"480",0.219183007656,146.5375,0.17555556424,1.07736,3.22626833333,1.024074,-46.90625,-45.8958346049,-48.8562522888,100.953352,0.03046,1.07595,3.224705,1.022867,43.0937538147,46.1458346049,44.9250015259,180.937469006,0.00467415805906,1.44348,-63.8375045776,130,55.1249987284,580,1.07563,3.22437833333,1.022596,-36.59375,-34.75,-42.6062522888,1.085785,3.24763333333,1.44348,-49.8750038147,-52.1354204814,-63.8375045776,3.44171241442,3.34080046339,3.62822275451,-81,-62.4188423157,"Scnn1a-Tg3-Cre",93.7812538147,6.82419175979
"481",0.023990280189,68.4515384615,0.175628625271,1.43816,4.21721333333,1.02555916667,-46.5,-46.8229179382,-50.1458346049,182.226272,0.060385,1.43568,4.21386166667,1.023475,41.40625,32.6979166667,42.0260423024,150.624990463,0.0503459088504,1.43144583333,-72.8750012716,59.9999961853,79.8333333333,0,1.435225,4.21333333333,1.02308083333,-38.59375,-37.8020846049,-46.729168574,1.52861,4.257195,1.43144583333,-58.0937538147,-54.5625012716,-72.8750012716,3.50266862659,3.3968326686,3.80484670802,-87.84375,-72.6047592163,"Scnn1a-Tg2-Cre",92.1718769073,14.6088754537
"485",0.0309422388763,186.84,0.28584529592,1.21848,3.47225333333,1.025564,-51.5000038147,-51.6562538147,-53.1937515259,156.455232,0.07432,1.2165,3.47008,1.023572,47.6875,51.3125025431,47.4062515259,162.968754768,0.0657943487167,1.11708,-66.4312530518,70,61.25,380,1.21596,3.46956,1.023108,-44.125,-42.8125025431,-44.9062515259,1.24242,3.50162666667,1.11708,-55.0000038147,-54.8229204814,-66.4312530518,3.42859266736,3.70330766144,3.71302672527,-84.0937576294,-66.1220245361,"Rbp4-Cre_KL100",100.600003052,5.35217298223
